Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2019,ITA,Males,15 - 24,2882,2936,2303,3891
2019,ITA,Males,0 - 14,1731,2077,1467,2547
2019,HND,Males,65+,83,84,73,158
2019,ITA,Females,0 - 14,1705,1775,1200,2112
2019,ITA,Females,15 - 24,2882,2953,2119,3598
2019,ITA,Females,25 - 34,5449,5026,3857,6323
2019,ITA,Females,35 - 44,2269,2433,1527,2645
2019,ITA,Females,45 - 54,1360,1509,898,1610
2019,ITA,Females,55 - 64,1048,1050,753,1366
2019,ITA,Females,65+,908,936,596,1099
2019,HND,Males,45 - 54,378,370,294,570
2019,MAR,Females,25 - 34,8047,7724,5370,8644
2019,DOM,Males,0 - 14,656,843,715,1301
2019,DOM,Males,15 - 24,1098,1158,806,1456
2019,DOM,Males,25 - 34,1136,1095,953,1702
2019,DOM,Males,35 - 44,701,585,459,862
2019,DOM,Males,45 - 54,332,268,211,419
2019,DOM,Males,55 - 64,94,95,78,169
2019,DOM,Males,65+,47,52,46,104
2019,ECU,Females,0 - 14,537,697,765,1387
2019,ECU,Females,15 - 24,1314,1285,985,1756
2019,DOM,Females,65+,94,100,64,140
2019,DOM,Females,45 - 54,365,392,246,484
2019,CUB,Males,45 - 54,953,813,505,942
2019,CUB,Males,55 - 64,427,379,260,509
2019,CUB,Males,65+,249,295,223,443
2019,DOM,Females,55 - 64,159,175,111,233
2019,DOM,Females,0 - 14,721,717,578,1068
2019,DOM,Females,15 - 24,1206,1331,791,1430
2019,DOM,Females,25 - 34,1257,1184,878,1577
2019,DOM,Females,35 - 44,791,666,487,911
2019,ECU,Females,25 - 34,1687,1492,1377,2402
2019,ECU,Females,45 - 54,501,642,300,581
2019,FRA,Females,15 - 24,1450,1156,1149,2027
2019,FRA,Females,25 - 34,1446,1542,1195,2103
2019,FRA,Females,35 - 44,697,616,532,988
2019,FRA,Females,45 - 54,488,497,364,694
2019,FRA,Females,55 - 64,523,588,427,806
2019,FRA,Females,65+,568,699,406,769
2019,ECU,Females,35 - 44,852,809,682,1246
2019,FRA,Males,0 - 14,813,721,714,1301
2019,FRA,Males,15 - 24,937,928,847,1525
2019,FRA,Males,25 - 34,1568,1664,1119,1978
2019,FRA,Males,35 - 44,904,911,754,1367
2019,FRA,Males,45 - 54,679,643,587,1083
2019,FRA,Males,55 - 64,606,641,538,998
2019,FRA,Males,65+,649,680,456,856
2019,FRA,Females,0 - 14,797,688,668,1222
2019,ECU,Females,65+,274,227,146,298
2019,ECU,Males,0 - 14,531,817,865,1555
2019,ECU,Males,15 - 24,1303,1496,1109,1962
2019,ECU,Males,25 - 34,1659,1720,1490,2585
2019,ECU,Males,35 - 44,894,819,659,1206
2019,ECU,Males,45 - 54,483,494,310,598
2019,ECU,Females,55 - 64,269,347,195,390
2019,ECU,Males,65+,151,141,83,179
2019,ECU,Males,55 - 64,199,198,128,266
2020,PER,Males,45 - 54,879,928,606,1115
2020,PER,Males,55 - 64,307,292,216,429
2020,PER,Males,65+,242,250,220,436
2020,PRT,Females,0 - 14,259,309,136,279
2020,PRT,Females,15 - 24,408,481,309,597
2020,PRT,Females,25 - 34,612,622,477,893
2020,PRT,Females,35 - 44,405,371,203,404
2020,PRT,Females,45 - 54,261,238,164,334
2020,PER,Males,35 - 44,1576,1638,1208,2125
2020,PER,Males,15 - 24,1442,1394,1637,2824
2020,PER,Females,0 - 14,1408,1182,1324,2315
2020,PER,Females,15 - 24,1610,1497,2009,3423
2020,PER,Females,25 - 34,2515,2931,2452,4127
2020,PER,Females,35 - 44,2089,1942,1414,2462
2020,PER,Females,45 - 54,1512,1168,950,1697
2020,PER,Females,55 - 64,635,420,462,868
2020,PER,Females,65+,423,449,386,734
2020,PER,Males,0 - 14,1440,1194,1202,2114
2020,PER,Males,25 - 34,2039,2570,2266,3832
2020,PRT,Females,55 - 64,180,178,134,277
2020,ROU,Females,55 - 64,586,625,448,843
2020,ROU,Females,65+,436,434,299,580
2020,ROU,Males,0 - 14,1197,1060,959,1711
2020,ROU,Males,15 - 24,1776,1356,1673,2882
2020,ROU,Males,25 - 34,2171,1619,1617,2791
2020,ROU,Males,35 - 44,1552,1597,1292,2263
2020,ROU,Females,45 - 54,901,864,646,1184
2020,ROU,Males,45 - 54,1070,823,691,1261
2020,ROU,Males,65+,192,214,122,254
2020,ROU,Males,55 - 64,407,441,279,543
2020,ROU,Females,35 - 44,1197,1156,1000,1780
2020,ROU,Females,25 - 34,1585,1486,1630,2812
2020,ROU,Females,15 - 24,1561,1498,1631,2815
2020,PRT,Males,0 - 14,300,242,264,516
2020,PRT,Males,15 - 24,489,337,290,564
2020,PRT,Males,25 - 34,897,746,561,1038
2020,PRT,Males,35 - 44,747,599,454,853
2020,PRT,Males,45 - 54,501,423,350,670
2020,PRT,Males,55 - 64,265,242,174,352
2020,PRT,Males,65+,148,163,112,235
2020,ROU,Females,0 - 14,1106,1063,774,1403
2020,PRT,Females,65+,141,176,130,269
2020,PRY,Males,65+,31,28,16,41
2020,PRY,Males,45 - 54,130,92,62,138
2020,NIC,Females,25 - 34,2237,1627,1097,1941
2020,NIC,Females,35 - 44,1311,1142,744,1352
2020,NIC,Females,45 - 54,526,334,254,498
2020,NIC,Females,55 - 64,122,92,64,141
2020,NIC,Females,65+,23,30,17,42
2020,NIC,Males,0 - 14,425,441,241,474
2020,NIC,Females,15 - 24,1423,1122,862,1549
2020,NIC,Males,15 - 24,685,711,370,706
2020,NIC,Males,35 - 44,558,407,257,503
2020,NIC,Males,45 - 54,143,107,69,150
2020,NIC,Males,55 - 64,32,23,18,44
2020,NIC,Males,65+,6,8,5,15
2020,NIC,Males,25 - 34,1346,806,440,830
2020,NIC,Females,0 - 14,401,381,272,531
2020,MAR,Females,65+,602,615,414,783
2020,MAR,Males,0 - 14,5172,4422,3654,6010
2020,MAR,Males,15 - 24,7334,6890,5793,9286
2020,MAR,Males,25 - 34,7544,8330,6183,9877
2020,MAR,Males,35 - 44,3820,4209,3147,5220
2020,MAR,Males,45 - 54,1312,1501,989,1762
2020,MAR,Males,55 - 64,470,655,395,750
2020,MAR,Males,65+,365,446,288,559
2020,PRY,Females,0 - 14,350,301,218,433
2020,PRY,Females,15 - 24,1104,773,609,1121
2020,PRY,Females,25 - 34,1264,839,701,1278
2020,PRY,Females,35 - 44,642,371,361,689
2020,PRY,Females,55 - 64,196,150,84,179
2020,PRY,Females,65+,67,66,38,87
2020,PRY,Males,0 - 14,302,276,160,326
2020,PRY,Males,15 - 24,735,485,334,642
2020,PRY,Males,25 - 34,879,557,382,727
2020,PRY,Males,35 - 44,365,199,158,323
2020,PRY,Females,45 - 54,356,217,212,422
2020,PAK,Females,0 - 14,532,549,297,576
2020,PAK,Females,15 - 24,413,364,408,772
2020,PAK,Females,25 - 34,559,557,492,920
2020,PAK,Females,35 - 44,396,377,298,577
2020,PAK,Females,45 - 54,151,110,85,181
2020,PAK,Females,55 - 64,36,24,31,72
2020,PAK,Females,65+,23,12,9,23
2020,PAK,Males,0 - 14,708,602,672,1229
2020,PAK,Males,15 - 24,1738,1143,896,1607
2020,PAK,Males,25 - 34,1879,1551,1089,1929
2020,PAK,Males,35 - 44,692,748,560,1038
2020,PAK,Males,45 - 54,205,245,156,318
2020,PAK,Males,55 - 64,39,42,34,78
2020,PAK,Males,65+,15,11,8,22
2020,PRY,Males,55 - 64,54,47,24,58
2020,MAR,Females,55 - 64,738,755,605,1114
2020,GBR,Females,65+,2638,2284,1831,3137
2020,GBR,Males,0 - 14,1089,1366,936,1673
2020,GBR,Males,15 - 24,794,875,645,1183
2020,GBR,Males,25 - 34,1894,1451,1111,1965
2020,GBR,Males,35 - 44,1740,1755,1149,2026
2020,GBR,Males,45 - 54,2550,2667,1510,2617
2020,GBR,Females,55 - 64,3723,3291,2000,3408
2020,GBR,Males,55 - 64,4183,3554,2408,4058
2020,GBR,Males,65+,3688,3039,2509,4218
2020,GBR,Females,45 - 54,2276,2223,1169,2060
2020,GBR,Females,25 - 34,1513,1554,926,1658
2020,UKR,Males,25 - 34,391,358,315,608
2020,UKR,Males,35 - 44,415,341,291,565
2020,UKR,Males,45 - 54,202,240,159,323
2020,UKR,Males,55 - 64,112,110,76,165
2020,UKR,Males,65+,49,65,49,110
2020,GBR,Females,35 - 44,1349,1449,922,1650
2020,GBR,Females,0 - 14,1071,1101,754,1368
2020,GBR,Females,15 - 24,1010,1181,585,1079
2020,USA,Females,0 - 14,396,363,289,561
2020,USA,Females,15 - 24,934,837,623,1146
2020,VEN,Females,0 - 14,2037,1786,1385,2415
2020,VEN,Females,15 - 24,2700,2612,2355,3974
2020,VEN,Females,25 - 34,4441,4226,3869,6343
2020,VEN,Females,35 - 44,2498,2715,2138,3628
2020,VEN,Females,45 - 54,1683,1658,1379,2404
2020,VEN,Females,55 - 64,1545,1529,1184,2085
2020,VEN,Females,65+,1146,1149,894,1604
2020,VEN,Males,0 - 14,1932,2275,1730,2974
2020,VEN,Males,15 - 24,2485,2414,1897,3243
2020,VEN,Males,25 - 34,4531,3535,3335,5513
2020,VEN,Males,35 - 44,2394,2089,1623,2801
2020,VEN,Males,45 - 54,1075,965,874,1571
2020,VEN,Males,55 - 64,661,604,558,1034
2020,VEN,Males,65+,539,525,421,795
2020,USA,Females,25 - 34,818,715,534,993
2020,USA,Females,35 - 44,336,345,244,481
2020,USA,Females,45 - 54,270,260,140,289
2020,USA,Females,55 - 64,198,265,117,244
2020,USA,Females,65+,147,162,176,356
2020,USA,Males,0 - 14,415,409,281,547
2020,USA,Males,15 - 24,436,525,463,869
2020,USA,Males,25 - 34,536,580,450,847
2020,USA,Males,35 - 44,349,396,213,424
2020,USA,Males,45 - 54,267,271,143,293
2020,USA,Males,55 - 64,276,229,165,334
2020,USA,Males,65+,164,194,163,332
2020,UKR,Males,15 - 24,277,330,250,492
2020,UKR,Males,0 - 14,347,436,303,587
2020,UKR,Females,65+,142,176,95,201
2020,RUS,Females,0 - 14,403,434,330,635
2020,RUS,Females,15 - 24,371,360,221,439
2020,RUS,Females,25 - 34,745,675,414,783
2020,RUS,Females,35 - 44,602,514,326,627
2020,RUS,Females,45 - 54,330,337,252,495
2020,RUS,Females,55 - 64,207,216,200,399
2020,RUS,Females,65+,147,221,92,196
2020,RUS,Males,0 - 14,453,500,370,706
2020,RUS,Males,15 - 24,231,180,91,193
2020,RUS,Males,25 - 34,332,337,211,419
2020,RUS,Males,35 - 44,380,479,346,663
2020,RUS,Males,45 - 54,283,320,244,480
2020,RUS,Males,55 - 64,133,147,132,272
2020,RUS,Males,65+,73,89,47,105
2020,UKR,Females,0 - 14,383,430,337,648
2020,UKR,Females,15 - 24,410,438,361,690
2020,UKR,Females,25 - 34,542,596,454,853
2020,UKR,Females,35 - 44,470,465,375,714
2020,UKR,Females,45 - 54,287,339,283,551
2020,UKR,Females,55 - 64,204,241,144,295
2020,MAR,Females,45 - 54,1239,1335,1153,2034
2020,CUB,Males,25 - 34,1171,1011,710,1293
2020,MAR,Females,25 - 34,5212,5981,4552,7393
2020,CHN,Females,0 - 14,254,246,223,443
2020,CHN,Females,15 - 24,935,1002,657,1204
2020,CHN,Females,25 - 34,720,706,467,876
2020,CHN,Females,35 - 44,407,447,270,528
2020,CHN,Females,45 - 54,248,253,163,332
2020,CHN,Females,65+,97,58,74,160
2020,CHN,Males,0 - 14,387,348,283,551
2020,CHN,Males,15 - 24,679,655,571,1056
2020,CHN,Males,25 - 34,463,483,382,728
2020,CHN,Males,35 - 44,324,336,209,416
2020,CHN,Males,45 - 54,210,262,133,274
2020,CHN,Females,55 - 64,157,134,94,200
2020,CHN,Males,55 - 64,106,110,56,124
2020,BGR,Females,15 - 24,306,283,150,307
2020,BGR,Females,25 - 34,267,262,229,453
2020,BGR,Females,35 - 44,271,258,193,387
2020,BGR,Females,45 - 54,201,205,159,323
2020,BGR,Females,55 - 64,139,125,137,282
2020,BGR,Females,65+,153,149,99,210
2020,BGR,Males,0 - 14,249,188,179,362
2020,BGR,Males,25 - 34,345,269,266,520
2020,BGR,Males,35 - 44,393,321,338,649
2020,BGR,Males,45 - 54,314,246,234,461
2020,BGR,Males,55 - 64,148,108,140,288
2020,BGR,Males,65+,63,67,49,111
2020,BGR,Males,15 - 24,290,193,160,326
2020,CHN,Males,65+,77,64,48,109
2020,COL,Males,65+,296,374,277,540
2020,COL,Males,55 - 64,746,868,492,920
2020,CUB,Females,0 - 14,329,307,258,506
2020,CUB,Females,15 - 24,491,569,486,910
2020,CUB,Females,25 - 34,1061,1011,816,1473
2020,CUB,Females,35 - 44,479,593,532,989
2020,CUB,Females,45 - 54,476,505,385,733
2020,CUB,Females,55 - 64,296,372,242,477
2020,COL,Males,45 - 54,2165,2128,1112,1965
2020,COL,Males,35 - 44,4367,3811,2692,4506
2020,COL,Males,25 - 34,7048,6727,4332,7056
2020,COL,Females,0 - 14,3598,3770,2515,4227
2020,COL,Females,15 - 24,5232,4448,3852,6317
2020,COL,Females,25 - 34,7869,7630,6115,9775
2020,COL,Females,35 - 44,5603,4952,3811,6252
2020,COL,Females,45 - 54,3599,3158,2068,3517
2020,COL,Females,55 - 64,1516,1676,1175,2070
2020,COL,Females,65+,727,781,635,1165
2020,COL,Males,0 - 14,3793,4163,2493,4192
2020,COL,Males,15 - 24,4849,4390,3128,5190
2020,CUB,Females,65+,207,283,192,385
2020,DZA,Males,35 - 44,492,456,364,696
2020,DZA,Males,45 - 54,198,201,185,372
2020,DZA,Males,55 - 64,84,103,60,133
2020,DZA,Males,65+,55,49,27,64
2020,DZA,Males,25 - 34,1207,714,636,1168
2020,ARG,Females,0 - 14,768,656,466,874
2020,ARG,Females,15 - 24,866,881,567,1048
2020,ARG,Females,25 - 34,1974,2351,1333,2330
2020,ARG,Females,35 - 44,1096,1271,775,1404
2020,DZA,Males,15 - 24,745,413,284,552
2020,MAR,Females,35 - 44,3086,3253,2617,4388
2020,DZA,Males,0 - 14,291,313,287,557
2020,DZA,Females,0 - 14,230,278,154,314
2020,DZA,Females,15 - 24,173,196,156,317
2020,DZA,Females,25 - 34,408,386,321,619
2020,DZA,Females,35 - 44,199,211,175,354
2020,DZA,Females,45 - 54,102,106,85,182
2020,DZA,Females,55 - 64,60,79,56,124
2020,DZA,Females,65+,43,52,36,83
2020,ARG,Females,45 - 54,497,578,385,732
2020,ARG,Females,55 - 64,215,376,257,504
2020,ARG,Females,65+,217,367,202,403
2020,BRA,Females,45 - 54,453,443,348,667
2020,BRA,Females,55 - 64,234,245,218,434
2020,BRA,Females,65+,135,128,137,282
2020,BRA,Males,0 - 14,681,648,454,854
2020,BRA,Males,15 - 24,680,632,544,1010
2020,BRA,Males,25 - 34,1253,757,777,1406
2020,BRA,Females,35 - 44,1092,964,671,1227
2020,BRA,Males,35 - 44,760,587,511,953
2020,BRA,Males,55 - 64,99,86,87,187
2020,BRA,Males,65+,48,52,52,117
2020,BRA,Males,45 - 54,261,216,161,327
2020,BRA,Females,25 - 34,1515,1414,1073,1902
2020,BRA,Females,15 - 24,837,768,699,1275
2020,BRA,Females,0 - 14,690,632,365,697
2020,ARG,Males,0 - 14,783,830,508,947
2020,ARG,Males,15 - 24,736,843,552,1024
2020,ARG,Males,25 - 34,1809,2070,1247,2189
2020,ARG,Males,35 - 44,1027,1239,700,1277
2020,ARG,Males,45 - 54,442,544,339,650
2020,ARG,Males,55 - 64,193,230,193,387
2020,ARG,Males,65+,115,215,136,280
2020,BGR,Females,0 - 14,218,188,104,220
2020,CUB,Males,15 - 24,392,505,447,841
2020,HND,Females,15 - 24,3364,2936,2747,4593
2020,HND,Females,25 - 34,3988,3227,2748,4595
2020,HND,Females,35 - 44,2077,2094,1660,2861
2020,HND,Females,45 - 54,918,749,575,1063
2020,HND,Females,55 - 64,277,277,202,403
2020,HND,Females,65+,112,116,99,209
2020,HND,Females,0 - 14,1327,1057,1080,1914
2020,HND,Males,15 - 24,1730,1439,1230,2160
2020,DEU,Males,65+,704,821,549,1017
2020,DEU,Males,45 - 54,602,616,397,754
2020,DEU,Females,0 - 14,381,447,250,491
2020,DEU,Females,15 - 24,552,662,414,783
2020,DEU,Females,25 - 34,785,730,566,1048
2020,DEU,Males,55 - 64,661,666,456,857
2020,DEU,Females,35 - 44,481,492,328,632
2020,DEU,Females,55 - 64,624,622,397,753
2020,DEU,Females,65+,593,707,562,1041
2020,DEU,Males,0 - 14,408,378,257,504
2020,DEU,Males,15 - 24,367,373,325,626
2020,DEU,Males,25 - 34,681,654,525,976
2020,DEU,Males,35 - 44,521,537,409,775
2020,DEU,Females,45 - 54,495,546,270,526
2020,HND,Males,25 - 34,2310,1551,1187,2089
2020,HND,Males,35 - 44,897,823,513,957
2020,HND,Males,45 - 54,261,274,159,323
2020,ITA,Males,25 - 34,4083,3533,2827,4718
2020,ITA,Males,35 - 44,2089,2133,1627,2808
2020,ITA,Males,45 - 54,1143,1282,962,1717
2020,ITA,Males,55 - 64,758,806,671,1227
2020,ITA,Males,65+,556,694,409,775
2020,ITA,Males,15 - 24,1629,1711,1509,2617
2020,MAR,Females,0 - 14,4303,3862,2654,4447
2020,CUB,Males,0 - 14,303,366,298,578
2020,ITA,Males,0 - 14,1206,1148,829,1494
2020,ITA,Females,65+,593,798,600,1106
2020,HND,Males,55 - 64,82,88,58,129
2020,HND,Males,65+,52,47,35,80
2020,ITA,Females,0 - 14,1145,1056,741,1346
2020,ITA,Females,15 - 24,1643,2030,1465,2545
2020,ITA,Females,25 - 34,3427,3578,2414,4067
2020,ITA,Females,35 - 44,1484,1484,1079,1912
2020,ITA,Females,45 - 54,877,903,540,1002
2020,ITA,Females,55 - 64,697,720,587,1083
2020,HND,Males,0 - 14,1268,1225,809,1461
2020,MAR,Females,15 - 24,3743,5245,4153,6780
2020,DOM,Males,0 - 14,407,556,461,866
2020,DOM,Males,15 - 24,589,767,566,1048
2020,DOM,Males,25 - 34,765,806,660,1208
2020,DOM,Males,35 - 44,462,453,289,561
2020,DOM,Males,45 - 54,200,186,124,257
2020,DOM,Males,55 - 64,75,64,50,112
2020,DOM,Males,65+,24,29,30,70
2020,DOM,Females,65+,69,51,42,95
2020,DOM,Females,55 - 64,73,97,74,160
2020,DOM,Females,45 - 54,217,201,129,266
2020,CUB,Males,35 - 44,519,551,438,826
2020,CUB,Males,55 - 64,193,249,144,295
2020,CUB,Males,65+,109,184,114,239
2020,DOM,Females,0 - 14,412,348,377,717
2020,DOM,Females,15 - 24,671,810,545,1012
2020,DOM,Females,25 - 34,734,739,567,1050
2020,DOM,Females,35 - 44,446,410,305,590
2020,ECU,Females,0 - 14,342,273,244,480
2020,ECU,Females,15 - 24,638,701,443,834
2020,CUB,Males,45 - 54,403,466,383,728
2020,ECU,Females,35 - 44,516,408,341,654
2020,FRA,Females,0 - 14,663,630,392,745
2020,FRA,Females,15 - 24,1074,1155,740,1345
2020,FRA,Females,25 - 34,1103,1069,797,1441
2020,FRA,Females,35 - 44,599,502,398,755
2020,FRA,Females,45 - 54,458,415,315,608
2020,FRA,Females,55 - 64,480,615,335,644
2020,FRA,Females,65+,550,723,427,806
2020,FRA,Males,0 - 14,650,583,548,1017
2020,FRA,Males,15 - 24,729,692,632,1160
2020,FRA,Males,25 - 34,1216,1040,855,1538
2020,FRA,Males,35 - 44,764,716,629,1155
2020,FRA,Males,45 - 54,612,596,496,926
2020,FRA,Males,55 - 64,617,684,426,805
2020,FRA,Males,65+,692,670,428,808
2020,ECU,Females,25 - 34,831,789,588,1085
2020,ECU,Females,45 - 54,270,313,172,349
2020,ECU,Females,55 - 64,126,166,80,173
2020,ECU,Females,65+,121,98,56,125
2020,ECU,Males,15 - 24,720,739,633,1161
2020,ECU,Males,25 - 34,903,872,740,1344
2020,ECU,Males,35 - 44,530,410,309,597
2020,ECU,Males,0 - 14,357,396,338,649
2020,ECU,Males,55 - 64,102,87,55,122
2020,ECU,Males,65+,84,67,53,118
2020,ECU,Males,45 - 54,273,223,147,300
2021,PER,Males,35 - 44,1374,1398,894,1604
2021,PER,Males,45 - 54,980,872,587,1083
2021,PER,Males,55 - 64,355,409,228,451
2021,PER,Males,65+,444,360,211,419
2021,PRT,Females,25 - 34,819,871,663,1214
2021,PRT,Females,0 - 14,342,428,225,445
2021,PRT,Females,15 - 24,539,615,404,765
2021,PER,Males,25 - 34,1852,2124,1480,2569
2021,PER,Females,15 - 24,1171,1220,1058,1876
2021,PER,Males,0 - 14,1094,1061,797,1441
2021,PRT,Females,35 - 44,466,537,308,596
2021,PER,Males,15 - 24,1038,999,947,1693
2021,PER,Females,0 - 14,1104,1221,686,1253
2021,PER,Females,25 - 34,2303,2549,1688,2907
2021,PER,Females,35 - 44,1603,1744,1026,1824
2021,PER,Females,45 - 54,1283,1265,663,1214
2021,PER,Females,55 - 64,698,698,479,897
2021,PER,Females,65+,761,693,404,765
2021,PRT,Females,45 - 54,342,334,214,426
2021,PRT,Females,65+,217,218,165,336
2021,ROU,Females,45 - 54,993,1095,672,1228
2021,ROU,Females,55 - 64,624,762,518,964
2021,ROU,Females,65+,542,468,264,516
2021,ROU,Males,0 - 14,1288,1359,904,1620
2021,ROU,Males,15 - 24,1933,1567,1545,2675
2021,ROU,Males,25 - 34,1964,2029,1491,2587
2021,ROU,Females,35 - 44,1323,1501,1035,1839
2021,ROU,Males,35 - 44,1676,2021,1189,2093
2021,ROU,Males,55 - 64,415,546,262,514
2021,ROU,Males,65+,256,242,106,223
2021,PRY,Males,65+,35,36,23,55
2021,ROU,Males,45 - 54,1238,1096,652,1195
2021,PRT,Females,55 - 64,251,228,178,358
2021,ROU,Females,25 - 34,1624,1711,1591,2749
2021,ROU,Females,0 - 14,1217,1394,752,1364
2021,PRT,Males,0 - 14,365,339,313,604
2021,PRT,Males,15 - 24,496,444,376,717
2021,PRT,Males,25 - 34,1034,1007,714,1300
2021,PRT,Males,35 - 44,800,855,584,1078
2021,PRT,Males,45 - 54,598,585,471,884
2021,PRT,Males,55 - 64,307,310,209,417
2021,ROU,Females,15 - 24,1609,1550,1592,2751
2021,PRT,Males,65+,183,218,126,261
2021,PRY,Males,55 - 64,57,57,40,92
2021,MAR,Females,55 - 64,529,831,751,1363
2021,PRY,Males,35 - 44,259,278,245,482
2021,NIC,Females,25 - 34,774,973,671,1228
2021,NIC,Females,35 - 44,512,636,431,813
2021,NIC,Females,45 - 54,212,192,173,350
2021,NIC,Females,55 - 64,81,81,52,116
2021,NIC,Females,65+,28,28,14,36
2021,NIC,Males,0 - 14,214,274,175,353
2021,NIC,Females,15 - 24,457,645,553,1025
2021,NIC,Males,15 - 24,320,414,269,526
2021,NIC,Males,35 - 44,238,253,195,391
2021,NIC,Males,45 - 54,73,77,63,139
2021,NIC,Males,55 - 64,20,21,15,39
2021,NIC,Males,65+,10,8,5,13
2021,NIC,Males,25 - 34,513,483,309,597
2021,NIC,Females,0 - 14,225,229,174,352
2021,MAR,Females,65+,444,633,501,935
2021,MAR,Males,0 - 14,6863,4874,4497,7310
2021,MAR,Males,15 - 24,10894,7643,7022,11142
2021,MAR,Males,25 - 34,11248,9047,7159,11347
2021,MAR,Males,35 - 44,4429,4510,3676,6044
2021,MAR,Males,45 - 54,1349,1570,1212,2131
2021,MAR,Males,55 - 64,447,727,512,955
2021,MAR,Males,65+,267,544,331,637
2021,PRY,Males,45 - 54,105,132,98,208
2021,PRY,Females,0 - 14,280,358,295,573
2021,PRY,Females,15 - 24,636,948,740,1344
2021,PRY,Females,25 - 34,829,1061,830,1495
2021,PRY,Females,45 - 54,251,321,269,526
2021,PRY,Females,55 - 64,166,178,120,251
2021,PRY,Females,65+,77,86,56,125
2021,PRY,Males,0 - 14,244,352,224,443
2021,PRY,Males,15 - 24,473,614,466,874
2021,PRY,Males,25 - 34,571,724,560,1037
2021,PRY,Females,35 - 44,395,503,449,844
2021,PAK,Females,0 - 14,1061,788,507,945
2021,PAK,Females,15 - 24,732,889,721,1312
2021,PAK,Females,25 - 34,1101,889,882,1584
2021,PAK,Females,35 - 44,734,576,506,943
2021,PAK,Females,45 - 54,257,287,173,349
2021,PAK,Females,55 - 64,48,71,52,116
2021,PAK,Females,65+,31,22,18,44
2021,PAK,Males,0 - 14,1439,980,845,1522
2021,PAK,Males,15 - 24,1794,1815,1216,2138
2021,PAK,Males,25 - 34,1613,1710,1405,2447
2021,PAK,Males,35 - 44,584,977,762,1381
2021,PAK,Males,45 - 54,268,370,234,462
2021,PAK,Males,55 - 64,65,79,46,104
2021,PAK,Males,65+,26,26,9,24
2021,VEN,Males,55 - 64,647,674,506,944
2021,GBR,Females,55 - 64,2587,3164,2099,3567
2021,GBR,Females,65+,2198,2101,1929,3294
2021,GBR,Males,0 - 14,1053,1372,1133,2001
2021,GBR,Males,15 - 24,1049,845,698,1273
2021,GBR,Males,25 - 34,1851,1385,1288,2256
2021,GBR,Males,35 - 44,1720,1681,1365,2382
2021,GBR,Females,45 - 54,1610,1910,1371,2391
2021,GBR,Males,45 - 54,2108,2661,1734,2981
2021,GBR,Males,65+,2972,2846,2608,4374
2021,GBR,Males,55 - 64,3262,3794,2852,4759
2021,GBR,Females,35 - 44,1123,1235,1071,1899
2021,GBR,Females,15 - 24,1315,1065,688,1257
2021,UKR,Males,15 - 24,335,357,292,568
2021,UKR,Males,25 - 34,466,372,354,677
2021,UKR,Males,35 - 44,449,365,319,616
2021,UKR,Males,45 - 54,292,289,175,353
2021,UKR,Males,55 - 64,149,131,81,174
2021,UKR,Males,65+,85,74,55,122
2021,GBR,Females,25 - 34,1337,1432,1050,1864
2021,GBR,Females,0 - 14,992,1100,914,1638
2021,USA,Females,0 - 14,567,513,455,855
2021,VEN,Females,0 - 14,1538,1797,1364,2380
2021,VEN,Females,15 - 24,2025,2071,2136,3624
2021,VEN,Females,25 - 34,3395,3939,3568,5875
2021,VEN,Females,35 - 44,2116,2731,1804,3094
2021,VEN,Females,45 - 54,1547,1539,1065,1888
2021,VEN,Females,55 - 64,1470,1412,846,1524
2021,VEN,Males,0 - 14,1515,2237,1378,2403
2021,VEN,Males,15 - 24,1881,2078,1511,2620
2021,VEN,Males,25 - 34,3109,3504,2603,4366
2021,VEN,Males,35 - 44,1866,2208,1229,2159
2021,VEN,Males,45 - 54,926,1052,724,1317
2021,MAR,Females,45 - 54,1561,1520,1496,2596
2021,VEN,Females,65+,1149,1207,615,1131
2021,USA,Females,15 - 24,1777,1285,845,1521
2021,USA,Females,25 - 34,1214,882,832,1499
2021,USA,Females,35 - 44,508,513,414,784
2021,USA,Females,45 - 54,389,403,275,537
2021,USA,Females,55 - 64,298,311,235,463
2021,USA,Females,65+,279,237,257,504
2021,USA,Males,0 - 14,619,615,476,892
2021,USA,Males,15 - 24,810,712,646,1184
2021,USA,Males,25 - 34,860,843,650,1191
2021,USA,Males,35 - 44,478,542,365,696
2021,USA,Males,45 - 54,377,364,241,474
2021,USA,Males,55 - 64,382,265,257,504
2021,USA,Males,65+,345,271,285,554
2021,UKR,Males,0 - 14,458,469,356,681
2021,UKR,Females,65+,226,176,109,229
2021,UKR,Females,55 - 64,272,262,174,352
2021,RUS,Females,0 - 14,783,636,546,1013
2021,RUS,Females,15 - 24,586,617,390,741
2021,RUS,Females,25 - 34,923,1236,532,988
2021,RUS,Females,35 - 44,925,923,595,1097
2021,RUS,Females,45 - 54,631,649,411,778
2021,RUS,Females,55 - 64,446,460,344,660
2021,RUS,Females,65+,340,359,216,430
2021,RUS,Males,0 - 14,775,731,510,950
2021,RUS,Males,15 - 24,368,350,198,395
2021,RUS,Males,25 - 34,461,615,318,614
2021,RUS,Males,35 - 44,616,748,632,1161
2021,RUS,Males,45 - 54,615,495,416,787
2021,RUS,Males,55 - 64,393,266,223,442
2021,RUS,Males,65+,198,176,116,242
