Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2013,MAR,Males,55 - 64,375,367,200,399
2013,MAR,Males,65+,241,282,191,384
2013,PRY,Males,45 - 54,56,58,43,97
2013,PRY,Females,0 - 14,377,456,333,640
2013,PRY,Females,15 - 24,746,1055,690,1259
2013,PRY,Females,25 - 34,757,1013,697,1272
2013,PRY,Females,45 - 54,170,242,192,385
2013,PRY,Females,55 - 64,97,109,86,184
2013,PRY,Females,65+,35,49,25,59
2013,PRY,Males,0 - 14,392,303,230,454
2013,PRY,Males,15 - 24,303,488,368,703
2013,PRY,Males,25 - 34,345,437,344,660
2013,PRY,Females,35 - 44,317,460,296,574
2013,PAK,Females,0 - 14,429,396,190,382
2013,PAK,Females,15 - 24,313,335,251,493
2013,PAK,Females,25 - 34,552,439,345,662
2013,PAK,Females,35 - 44,247,221,170,344
2013,PAK,Females,45 - 54,104,81,52,116
2013,PAK,Females,55 - 64,32,29,15,37
2013,PAK,Females,65+,33,17,8,22
2013,PAK,Males,0 - 14,591,592,568,1052
2013,PAK,Males,15 - 24,1201,1081,769,1393
2013,PAK,Males,25 - 34,1678,1737,1122,1983
2013,PAK,Males,35 - 44,906,788,586,1081
2013,PAK,Males,45 - 54,288,238,175,354
2013,PAK,Males,55 - 64,87,62,40,92
2013,PAK,Males,65+,21,20,11,28
2013,UKR,Females,55 - 64,163,194,120,250
2013,GBR,Males,0 - 14,712,805,578,1068
2013,GBR,Males,15 - 24,514,498,408,772
2013,GBR,Males,25 - 34,993,1043,834,1502
2013,GBR,Males,35 - 44,976,968,796,1439
2013,GBR,Males,45 - 54,1144,1390,1053,1869
2013,GBR,Males,55 - 64,1484,1868,1492,2589
2013,GBR,Females,65+,1071,1096,801,1447
2013,GBR,Males,65+,1513,1643,1047,1858
2013,GBR,Females,55 - 64,1342,1531,1341,2343
2013,GBR,Females,35 - 44,807,859,671,1228
2013,UKR,Males,35 - 44,206,220,162,330
2013,UKR,Males,45 - 54,138,146,111,233
2013,UKR,Males,55 - 64,67,68,55,123
2013,UKR,Males,65+,32,23,18,44
2013,GBR,Females,45 - 54,1000,1180,909,1628
2013,GBR,Females,0 - 14,706,734,497,928
2013,GBR,Females,15 - 24,817,750,474,888
2013,GBR,Females,25 - 34,1065,1075,855,1538
2013,USA,Females,0 - 14,377,347,244,480
2013,USA,Females,15 - 24,1297,806,567,1050
2013,USA,Females,25 - 34,765,540,451,847
2013,VEN,Females,0 - 14,300,316,272,531
2013,VEN,Females,15 - 24,426,659,448,844
2013,VEN,Females,25 - 34,791,952,765,1387
2013,VEN,Females,35 - 44,350,404,344,660
2013,VEN,Females,45 - 54,297,301,194,389
2013,VEN,Females,55 - 64,334,358,218,432
2013,VEN,Females,65+,197,276,170,345
2013,VEN,Males,15 - 24,398,458,352,674
2013,VEN,Males,25 - 34,670,953,598,1103
2013,VEN,Males,35 - 44,275,357,255,499
2013,VEN,Males,45 - 54,177,173,131,270
2013,VEN,Males,55 - 64,125,132,90,191
2013,VEN,Males,65+,78,109,66,144
2013,MAR,Females,45 - 54,602,733,494,923
2013,VEN,Males,0 - 14,274,410,299,579
2013,USA,Females,35 - 44,266,256,197,395
2013,USA,Females,45 - 54,156,180,107,226
2013,USA,Females,55 - 64,131,163,85,182
2013,USA,Females,65+,111,102,72,156
2013,USA,Males,0 - 14,391,372,254,499
2013,USA,Males,15 - 24,747,443,408,772
2013,USA,Males,25 - 34,537,467,362,692
2013,USA,Males,35 - 44,254,253,167,338
2013,USA,Males,45 - 54,202,167,99,210
2013,USA,Males,55 - 64,150,144,86,183
2013,USA,Males,65+,143,125,83,178
2013,UKR,Males,25 - 34,290,351,237,467
2013,UKR,Males,15 - 24,280,336,226,448
2013,UKR,Males,0 - 14,242,307,195,390
2013,RUS,Females,0 - 14,842,716,555,1029
2013,RUS,Females,15 - 24,722,638,446,840
2013,RUS,Females,25 - 34,1177,1087,932,1667
2013,RUS,Females,35 - 44,941,837,632,1160
2013,RUS,Females,45 - 54,612,611,454,853
2013,RUS,Females,55 - 64,434,390,285,554
2013,RUS,Females,65+,227,190,156,319
2013,RUS,Males,0 - 14,970,718,617,1135
2013,RUS,Males,15 - 24,395,329,179,360
2013,RUS,Males,25 - 34,442,394,342,657
2013,RUS,Males,35 - 44,670,525,405,768
2013,RUS,Males,45 - 54,576,367,299,580
2013,RUS,Males,55 - 64,306,182,131,271
2013,RUS,Males,65+,126,84,48,108
2013,UKR,Females,0 - 14,249,258,206,411
2013,UKR,Females,15 - 24,452,452,369,704
2013,UKR,Females,25 - 34,543,594,474,888
2013,UKR,Females,35 - 44,325,423,278,542
2013,UKR,Females,45 - 54,289,320,200,400
2013,UKR,Females,65+,73,75,49,110
2013,MAR,Females,35 - 44,1092,1307,1024,1819
2013,MAR,Females,15 - 24,2790,2700,2115,3592
2013,CHN,Females,0 - 14,916,756,737,1339
2013,CHN,Females,15 - 24,1790,1906,1285,2250
2013,CHN,Females,25 - 34,1041,1204,986,1756
2013,CHN,Females,35 - 44,746,755,616,1133
2013,CHN,Females,45 - 54,370,373,285,555
2013,CHN,Females,65+,76,88,60,133
2013,CHN,Males,0 - 14,1095,976,768,1391
2013,CHN,Males,15 - 24,1142,1089,1029,1828
2013,CHN,Males,25 - 34,737,866,784,1419
2013,CHN,Males,35 - 44,515,588,463,869
2013,CHN,Males,45 - 54,305,328,222,441
2013,CHN,Females,55 - 64,175,172,125,259
2013,CHN,Males,55 - 64,137,136,94,201
2013,BGR,Females,15 - 24,555,613,450,846
2013,BGR,Females,25 - 34,577,660,495,924
2013,BGR,Females,35 - 44,428,474,383,729
2013,BGR,Females,45 - 54,266,342,240,473
2013,BGR,Females,55 - 64,195,213,154,314
2013,BGR,Females,65+,111,128,91,193
2013,BGR,Males,0 - 14,443,444,334,642
2013,BGR,Males,25 - 34,567,663,455,855
2013,BGR,Males,35 - 44,473,520,451,848
2013,BGR,Males,45 - 54,269,304,232,458
2013,BGR,Males,55 - 64,130,159,104,219
2013,BGR,Males,65+,45,55,42,97
2013,BGR,Males,15 - 24,502,482,367,701
2013,CHN,Males,65+,80,84,56,125
2013,COL,Males,65+,102,97,69,151
2013,COL,Males,55 - 64,131,133,91,194
2013,CUB,Females,0 - 14,321,302,218,434
2013,CUB,Females,15 - 24,505,509,360,688
2013,CUB,Females,25 - 34,545,664,514,957
2013,CUB,Females,35 - 44,451,505,386,734
2013,CUB,Females,45 - 54,411,448,302,586
2013,CUB,Females,55 - 64,266,304,199,399
2013,COL,Males,45 - 54,234,259,187,376
2013,COL,Males,35 - 44,494,497,422,797
2013,COL,Males,25 - 34,1061,1282,910,1631
2013,COL,Females,0 - 14,681,669,635,1166
2013,COL,Females,15 - 24,1158,1216,1023,1819
2013,COL,Females,25 - 34,1334,1426,1339,2340
2013,COL,Females,35 - 44,598,648,629,1156
2013,COL,Females,45 - 54,396,452,322,620
2013,COL,Females,55 - 64,379,425,270,527
2013,COL,Females,65+,328,278,183,369
2013,COL,Males,0 - 14,720,729,577,1066
2013,COL,Males,15 - 24,1072,1043,683,1247
2013,CUB,Females,65+,285,248,219,435
2013,DZA,Males,35 - 44,614,525,305,590
2013,DZA,Males,45 - 54,361,255,140,288
2013,DZA,Males,55 - 64,146,154,37,86
2013,DZA,Males,65+,56,95,25,60
2013,DZA,Males,25 - 34,642,739,515,959
2013,ARG,Females,0 - 14,258,265,214,426
2013,ARG,Females,15 - 24,293,299,239,472
2013,ARG,Females,25 - 34,532,645,507,945
2013,ARG,Females,35 - 44,289,301,234,461
2013,DZA,Males,15 - 24,378,496,338,649
2013,MAR,Females,25 - 34,2648,2833,2424,4083
2013,DZA,Males,0 - 14,551,481,497,928
2013,DZA,Females,0 - 14,496,417,252,494
2013,DZA,Females,15 - 24,341,323,204,408
2013,DZA,Females,25 - 34,508,490,323,622
2013,DZA,Females,35 - 44,307,303,165,334
2013,DZA,Females,45 - 54,181,172,101,214
2013,DZA,Females,55 - 64,129,105,52,115
2013,DZA,Females,65+,49,67,29,69
2013,ARG,Females,45 - 54,158,179,122,253
2013,ARG,Females,55 - 64,158,204,111,233
2013,ARG,Females,65+,263,225,111,233
2013,BRA,Females,45 - 54,222,234,189,380
2013,BRA,Females,55 - 64,130,151,82,175
2013,BRA,Females,65+,63,76,57,126
2013,BRA,Males,0 - 14,464,497,359,687
2013,BRA,Males,15 - 24,558,547,509,948
2013,BRA,Males,25 - 34,636,602,572,1057
2013,BRA,Females,35 - 44,490,524,392,744
2013,BRA,Males,35 - 44,254,294,243,479
2013,BRA,Males,55 - 64,45,49,25,60
2013,BRA,Males,65+,19,23,16,41
2013,BRA,Males,45 - 54,92,98,78,169
2013,BRA,Females,25 - 34,962,1056,845,1521
2013,BRA,Females,15 - 24,701,866,703,1281
2013,BRA,Females,0 - 14,441,557,442,832
2013,ARG,Males,0 - 14,267,266,213,424
2013,ARG,Males,15 - 24,310,273,205,409
2013,ARG,Males,25 - 34,551,594,461,866
2013,ARG,Males,35 - 44,293,275,209,415
2013,ARG,Males,45 - 54,164,140,100,212
2013,ARG,Males,55 - 64,101,111,60,133
2013,ARG,Males,65+,123,110,68,149
2013,BGR,Females,0 - 14,383,375,300,581
2013,CUB,Males,15 - 24,481,412,295,572
2013,HND,Females,15 - 24,953,1226,967,1726
2013,HND,Females,25 - 34,977,1346,1049,1862
2013,HND,Females,35 - 44,447,630,561,1039
2013,HND,Females,45 - 54,201,218,168,340
2013,HND,Females,55 - 64,63,79,40,92
2013,HND,Females,65+,28,37,27,64
2013,HND,Females,0 - 14,478,503,450,846
2013,DEU,Males,65+,662,594,429,810
2013,DEU,Males,55 - 64,486,543,400,758
2013,DEU,Males,45 - 54,533,574,403,764
2013,DEU,Females,0 - 14,325,378,241,475
2013,DEU,Females,15 - 24,752,685,411,778
2013,DEU,Females,25 - 34,741,823,520,968
2013,DEU,Females,35 - 44,440,418,310,599
2013,DEU,Females,45 - 54,449,425,257,503
2013,DEU,Females,55 - 64,448,503,359,687
2013,DEU,Females,65+,546,549,458,860
2013,DEU,Males,0 - 14,343,377,218,432
2013,DEU,Males,15 - 24,416,375,262,513
2013,DEU,Males,25 - 34,631,726,485,907
2013,DEU,Males,35 - 44,468,565,363,694
2013,HND,Males,0 - 14,388,350,273,533
2013,HND,Males,15 - 24,387,359,312,602
2013,HND,Males,35 - 44,99,123,90,192
2013,ITA,Males,15 - 24,1078,1094,976,1741
2013,ITA,Males,25 - 34,2393,2575,2197,3722
2013,ITA,Males,35 - 44,1337,1279,948,1693
2013,ITA,Males,45 - 54,734,705,528,981
2013,ITA,Males,55 - 64,417,467,341,654
2013,ITA,Males,65+,338,340,259,508
2013,ITA,Males,0 - 14,580,713,525,977
2013,CUB,Males,0 - 14,394,327,235,463
2013,ITA,Females,65+,322,354,269,525
2013,ITA,Females,55 - 64,374,385,275,537
2013,HND,Males,45 - 54,38,42,26,63
2013,HND,Males,55 - 64,18,16,8,20
2013,HND,Males,65+,12,12,7,20
2013,ITA,Females,0 - 14,519,529,423,800
2013,ITA,Females,15 - 24,1016,1067,869,1562
2013,ITA,Females,25 - 34,1834,2089,1947,3323
2013,ITA,Females,35 - 44,771,784,654,1199
2013,ITA,Females,45 - 54,471,484,373,712
2013,HND,Males,25 - 34,250,347,256,502
2013,MAR,Females,0 - 14,1506,1745,1428,2484
2013,CUB,Males,25 - 34,404,538,419,791
2013,DOM,Males,0 - 14,881,869,664,1215
2013,DOM,Males,15 - 24,1099,973,747,1356
2013,DOM,Males,25 - 34,872,908,782,1415
2013,DOM,Males,35 - 44,442,500,382,727
2013,DOM,Males,45 - 54,188,195,127,264
2013,DOM,Males,55 - 64,62,67,45,103
2013,DOM,Females,55 - 64,183,134,97,207
2013,DOM,Males,65+,54,38,27,64
2013,DOM,Females,45 - 54,232,256,196,393
2013,DOM,Females,25 - 34,1137,1242,868,1560
2013,CUB,Males,35 - 44,411,399,255,501
2013,CUB,Males,45 - 54,328,331,208,415
2013,CUB,Males,55 - 64,144,178,102,215
2013,CUB,Males,65+,166,141,111,233
2013,DOM,Females,35 - 44,490,620,479,896
2013,DOM,Females,0 - 14,947,793,611,1124
2013,DOM,Females,15 - 24,1393,1252,908,1627
2013,ECU,Females,0 - 14,533,444,341,655
2013,DOM,Females,65+,136,79,46,104
2013,ECU,Females,25 - 34,703,603,450,845
2013,FRA,Females,0 - 14,429,454,318,613
2013,FRA,Females,15 - 24,790,821,624,1147
2013,FRA,Females,25 - 34,698,945,664,1215
2013,FRA,Females,35 - 44,420,377,317,612
2013,FRA,Females,55 - 64,387,344,234,462
2013,FRA,Females,65+,398,386,249,489
2013,FRA,Males,15 - 24,507,574,442,833
2013,FRA,Males,25 - 34,861,1099,626,1150
2013,FRA,Males,35 - 44,595,566,450,846
2013,FRA,Males,45 - 54,453,394,322,620
2013,FRA,Males,55 - 64,476,411,332,638
2013,FRA,Males,65+,468,352,263,514
2013,ECU,Females,15 - 24,820,718,492,920
2013,FRA,Males,0 - 14,501,459,350,670
2013,FRA,Females,45 - 54,306,278,213,423
2013,ECU,Females,35 - 44,238,279,186,374
2013,ECU,Females,55 - 64,99,113,53,118
2013,ECU,Females,65+,87,81,47,105
2013,ECU,Males,0 - 14,506,510,348,666
2013,ECU,Males,15 - 24,756,690,571,1056
2013,ECU,Males,25 - 34,762,687,512,953
2013,ECU,Males,35 - 44,360,320,175,354
2013,ECU,Females,45 - 54,140,179,101,213
2013,ECU,Males,55 - 64,60,53,28,67
2013,ECU,Males,65+,43,47,27,65
2013,ECU,Males,45 - 54,154,150,81,175
2014,PER,Males,55 - 64,96,78,54,121
2014,PER,Males,65+,83,103,73,159
2014,PRT,Females,0 - 14,278,284,168,340
2014,PRT,Females,15 - 24,347,328,278,542
2014,PRT,Females,25 - 34,546,569,407,771
2014,PRT,Females,35 - 44,331,301,233,461
2014,PER,Males,45 - 54,162,151,133,274
2014,PER,Males,35 - 44,303,284,209,417
2014,PER,Males,15 - 24,443,394,303,586
2014,PRT,Females,45 - 54,172,174,134,277
2014,PER,Females,0 - 14,341,395,273,533
2014,PER,Females,15 - 24,495,450,380,723
2014,PER,Females,25 - 34,798,817,622,1143
2014,PER,Females,35 - 44,425,393,314,606
2014,PER,Females,45 - 54,250,264,236,466
2014,PER,Females,55 - 64,183,157,129,267
2014,PER,Females,65+,182,191,163,331
2014,PER,Males,0 - 14,338,360,291,565
2014,PER,Males,25 - 34,575,569,478,895
2014,PRT,Females,55 - 64,103,117,78,168
2014,ROU,Females,55 - 64,786,799,634,1163
2014,ROU,Females,65+,298,337,281,547
2014,ROU,Males,0 - 14,2307,2163,1588,2744
2014,ROU,Males,15 - 24,4076,3347,2812,4696
2014,ROU,Males,25 - 34,4172,3126,2727,4561
2014,ROU,Males,35 - 44,2478,2304,1830,3135
2014,ROU,Females,45 - 54,1441,1255,1102,1950
2014,ROU,Males,45 - 54,1142,1053,890,1597
2014,ROU,Males,65+,148,152,114,239
2014,ROU,Males,55 - 64,553,458,313,605
2014,ROU,Females,35 - 44,2275,1920,1624,2802
2014,ROU,Females,25 - 34,3657,3004,3042,5056
2014,ROU,Females,15 - 24,4145,3935,3101,5148
2014,PRT,Males,0 - 14,311,294,229,454
2014,PRT,Males,15 - 24,311,326,266,520
2014,PRT,Males,25 - 34,765,719,568,1050
2014,PRT,Males,35 - 44,662,673,440,829
2014,PRT,Males,45 - 54,370,371,308,596
2014,PRT,Males,55 - 64,184,171,111,233
2014,PRT,Males,65+,63,81,68,149
2014,ROU,Females,0 - 14,2244,1938,1538,2664
2014,PRT,Females,65+,106,93,72,156
2014,PRY,Males,65+,12,18,7,18
2014,PRY,Males,45 - 54,62,60,40,91
2014,NIC,Females,25 - 34,763,858,646,1184
2014,NIC,Females,35 - 44,375,392,285,554
2014,NIC,Females,45 - 54,156,153,96,205
2014,NIC,Females,55 - 64,33,39,20,50
2014,NIC,Females,65+,6,10,8,21
2014,NIC,Males,0 - 14,150,119,72,156
2014,NIC,Females,15 - 24,605,532,417,788
2014,NIC,Males,15 - 24,174,207,118,246
2014,NIC,Males,35 - 44,69,81,57,127
2014,NIC,Males,45 - 54,19,24,13,34
2014,NIC,Males,55 - 64,8,6,2,7
2014,NIC,Males,65+,2,2,1,4
2014,NIC,Males,25 - 34,162,251,150,306
2014,NIC,Females,0 - 14,170,145,95,201
2014,MAR,Females,65+,398,439,279,543
2014,MAR,Males,0 - 14,1790,1955,1550,2683
2014,MAR,Males,15 - 24,2009,2619,2403,4049
2014,MAR,Males,25 - 34,3419,3431,3286,5438
2014,MAR,Males,35 - 44,2309,1893,1411,2456
2014,MAR,Males,45 - 54,881,773,537,997
2014,MAR,Males,55 - 64,439,408,192,386
2014,MAR,Males,65+,280,298,195,391
2014,PRY,Females,0 - 14,399,394,257,505
2014,PRY,Females,15 - 24,824,878,623,1145
2014,PRY,Females,25 - 34,800,936,690,1259
2014,PRY,Females,35 - 44,381,364,273,533
2014,PRY,Females,55 - 64,127,126,79,171
2014,PRY,Females,65+,50,61,28,67
2014,PRY,Males,0 - 14,392,283,197,393
2014,PRY,Males,15 - 24,400,457,339,650
2014,PRY,Males,25 - 34,372,409,321,618
2014,PRY,Males,35 - 44,137,142,99,209
2014,PRY,Females,45 - 54,252,231,179,362
2014,PAK,Females,0 - 14,385,352,188,377
2014,PAK,Females,15 - 24,287,302,231,456
2014,PAK,Females,25 - 34,433,404,310,600
2014,PAK,Females,35 - 44,190,209,156,318
2014,PAK,Females,45 - 54,93,80,47,106
2014,PAK,Females,55 - 64,17,29,13,33
2014,PAK,Females,65+,24,17,8,22
2014,PAK,Males,0 - 14,470,540,536,996
2014,PAK,Males,15 - 24,821,1012,675,1234
2014,PAK,Males,25 - 34,1357,1534,973,1736
2014,PAK,Males,35 - 44,840,730,516,961
2014,PAK,Males,45 - 54,308,202,156,317
2014,PAK,Males,55 - 64,66,59,35,81
2014,PAK,Males,65+,20,19,10,27
2014,PRY,Males,55 - 64,27,32,12,31
2014,MAR,Females,55 - 64,493,549,276,539
2014,GBR,Females,65+,1070,1171,757,1373
2014,GBR,Males,0 - 14,698,791,551,1021
2014,GBR,Males,15 - 24,489,488,372,709
2014,GBR,Males,25 - 34,1019,995,780,1412
2014,GBR,Males,35 - 44,878,914,744,1351
2014,GBR,Males,45 - 54,1215,1329,990,1763
2014,GBR,Females,55 - 64,1424,1634,1243,2182
2014,GBR,Males,55 - 64,1571,1961,1439,2503
2014,GBR,Males,65+,1660,1735,1022,1817
2014,GBR,Females,45 - 54,1056,1123,843,1518
2014,GBR,Females,25 - 34,969,1015,767,1390
2014,UKR,Males,25 - 34,684,535,437,824
2014,UKR,Males,35 - 44,375,253,277,540
2014,UKR,Males,45 - 54,186,148,149,305
2014,UKR,Males,55 - 64,89,76,55,123
2014,UKR,Males,65+,53,35,29,68
2014,GBR,Females,35 - 44,762,804,616,1134
2014,GBR,Females,0 - 14,698,705,464,871
2014,GBR,Females,15 - 24,722,704,423,799
2014,USA,Females,0 - 14,348,356,283,550
2014,USA,Females,15 - 24,1191,834,603,1110
2014,VEN,Females,0 - 14,430,392,371,707
2014,VEN,Females,15 - 24,588,727,546,1013
2014,VEN,Females,25 - 34,1440,1274,1049,1862
2014,VEN,Females,35 - 44,591,542,496,927
2014,VEN,Females,45 - 54,343,374,271,529
2014,VEN,Females,55 - 64,379,433,220,436
2014,VEN,Females,65+,269,323,187,376
2014,VEN,Males,0 - 14,413,363,384,731
2014,VEN,Males,15 - 24,495,506,384,731
2014,VEN,Males,25 - 34,1274,961,757,1373
2014,VEN,Males,35 - 44,491,373,377,718
2014,VEN,Males,45 - 54,207,198,152,310
2014,VEN,Males,55 - 64,147,173,87,186
2014,VEN,Males,65+,133,138,74,160
2014,USA,Females,25 - 34,723,545,547,1014
2014,USA,Females,35 - 44,294,293,227,450
2014,USA,Females,45 - 54,155,228,142,291
2014,USA,Females,55 - 64,149,182,113,237
2014,USA,Females,65+,124,162,92,195
2014,USA,Males,0 - 14,444,438,280,546
2014,USA,Males,15 - 24,606,445,399,756
2014,USA,Males,25 - 34,486,432,367,700
2014,USA,Males,35 - 44,256,232,186,373
2014,USA,Males,45 - 54,186,180,108,227
2014,USA,Males,55 - 64,163,177,93,197
2014,USA,Males,65+,165,175,103,218
2014,UKR,Males,15 - 24,543,439,332,638
2014,UKR,Males,0 - 14,551,478,394,748
2014,UKR,Females,65+,153,143,91,193
2014,RUS,Females,0 - 14,799,665,523,973
2014,RUS,Females,15 - 24,630,551,433,816
2014,RUS,Females,25 - 34,1280,978,719,1308
2014,RUS,Females,35 - 44,933,776,546,1012
2014,RUS,Females,45 - 54,565,570,379,722
2014,RUS,Females,55 - 64,436,361,263,515
2014,RUS,Females,65+,253,156,135,279
2014,RUS,Males,0 - 14,885,723,548,1017
2014,RUS,Males,15 - 24,342,292,184,371
2014,RUS,Males,25 - 34,466,376,319,616
2014,RUS,Males,35 - 44,642,503,386,734
2014,RUS,Males,45 - 54,537,331,305,590
2014,RUS,Males,55 - 64,317,175,151,308
2014,RUS,Males,65+,123,68,50,111
2014,UKR,Females,0 - 14,489,396,488,913
2014,UKR,Females,15 - 24,636,511,508,947
2014,UKR,Females,25 - 34,866,885,823,1485
2014,UKR,Females,35 - 44,487,595,449,844
2014,UKR,Females,45 - 54,328,427,284,552
2014,UKR,Females,55 - 64,240,252,166,336
2014,MAR,Females,45 - 54,598,698,452,849
2014,MAR,Females,25 - 34,2455,2480,2212,3746
2014,CHN,Females,0 - 14,862,755,747,1356
2014,CHN,Females,15 - 24,1747,1996,1274,2232
2014,CHN,Females,25 - 34,1163,1206,970,1731
2014,CHN,Females,35 - 44,740,778,606,1115
2014,CHN,Females,45 - 54,411,425,285,554
2014,CHN,Females,55 - 64,195,192,125,260
2014,CHN,Males,0 - 14,1015,997,777,1407
2014,CHN,Males,15 - 24,1277,1128,1017,1809
2014,CHN,Males,25 - 34,817,826,755,1369
2014,CHN,Males,35 - 44,545,577,448,842
2014,CHN,Males,45 - 54,343,355,215,426
2014,CHN,Males,55 - 64,146,154,91,193
2014,CHN,Females,65+,79,99,62,137
2014,CHN,Males,65+,72,95,58,130
2014,BGR,Females,25 - 34,517,522,440,829
2014,BGR,Females,35 - 44,472,417,334,643
2014,BGR,Females,45 - 54,279,312,209,417
2014,BGR,Females,55 - 64,189,192,143,294
2014,BGR,Females,65+,118,122,93,197
2014,BGR,Males,0 - 14,383,357,286,556
2014,BGR,Males,15 - 24,434,390,311,601
2014,BGR,Males,35 - 44,413,446,383,728
2014,BGR,Males,45 - 54,250,289,209,416
2014,BGR,Males,55 - 64,128,146,99,209
2014,BGR,Males,65+,65,54,44,100
2014,BGR,Males,25 - 34,612,536,386,734
2014,COL,Males,65+,95,113,74,161
2014,CUB,Females,0 - 14,288,287,204,406
2014,CUB,Females,15 - 24,406,468,333,640
2014,CUB,Females,25 - 34,545,606,499,931
2014,CUB,Females,35 - 44,399,473,364,695
2014,CUB,Females,45 - 54,387,441,282,550
2014,CUB,Females,55 - 64,287,294,178,360
2014,CUB,Females,65+,291,238,210,419
2014,COL,Males,55 - 64,127,144,98,208
2014,COL,Males,45 - 54,255,279,197,394
2014,COL,Males,35 - 44,482,554,458,860
2014,COL,Females,0 - 14,644,582,604,1113
2014,COL,Females,15 - 24,1129,1059,983,1752
2014,COL,Females,25 - 34,1308,1487,1321,2309
2014,COL,Females,35 - 44,595,712,616,1133
2014,COL,Females,45 - 54,407,480,331,636
2014,COL,Females,55 - 64,411,477,279,543
2014,COL,Females,65+,279,332,193,387
2014,COL,Males,0 - 14,637,675,575,1062
2014,COL,Males,15 - 24,1053,949,679,1241
2014,COL,Males,25 - 34,1031,1342,1007,1791
2014,BGR,Females,15 - 24,490,516,394,748
2014,BGR,Females,0 - 14,350,306,262,514
2014,DZA,Males,55 - 64,169,152,93,197
2014,DZA,Males,65+,76,78,41,94
2014,DZA,Males,45 - 54,360,278,184,370
2014,ARG,Females,0 - 14,294,264,232,458
2014,ARG,Females,15 - 24,340,333,255,500
2014,ARG,Females,25 - 34,581,727,591,1090
2014,ARG,Females,35 - 44,325,313,280,545
2014,ARG,Females,45 - 54,202,180,153,312
2014,DZA,Males,35 - 44,581,585,336,646
2014,DZA,Males,25 - 34,678,800,585,1080
2014,DZA,Males,15 - 24,357,563,331,637
2014,DZA,Females,0 - 14,439,449,242,477
2014,DZA,Females,15 - 24,314,326,209,417
2014,DZA,Females,25 - 34,470,539,346,663
2014,DZA,Females,35 - 44,243,273,201,401
2014,DZA,Females,45 - 54,187,159,111,232
2014,DZA,Females,55 - 64,108,134,79,171
2014,DZA,Females,65+,65,73,52,116
2014,DZA,Males,0 - 14,489,470,382,726
2014,ARG,Females,55 - 64,162,189,125,260
2014,ARG,Females,65+,233,210,130,269
2014,ARG,Males,0 - 14,308,291,257,504
2014,BRA,Females,65+,76,81,64,140
2014,BRA,Males,0 - 14,450,475,297,576
2014,BRA,Males,15 - 24,677,498,438,825
2014,BRA,Males,25 - 34,735,536,507,945
2014,BRA,Males,35 - 44,306,290,209,415
2014,BRA,Males,45 - 54,122,111,69,151
2014,BRA,Females,55 - 64,166,155,73,159
2014,BRA,Males,55 - 64,49,51,23,56
2014,BRA,Males,65+,30,24,20,48
2014,BRA,Females,45 - 54,256,224,171,346
2014,BRA,Females,35 - 44,566,488,350,670
2014,BRA,Females,25 - 34,1002,909,762,1382
2014,ARG,Males,15 - 24,372,316,240,474
2014,ARG,Males,25 - 34,574,724,597,1101
2014,ARG,Males,35 - 44,333,308,271,529
2014,ARG,Males,45 - 54,190,144,127,263
2014,ARG,Males,55 - 64,119,106,69,150
2014,ARG,Males,65+,139,102,80,172
2014,BRA,Females,0 - 14,436,532,377,719
2014,BRA,Females,15 - 24,773,805,625,1148
2014,CUB,Males,0 - 14,263,303,208,414
2014,MAR,Females,35 - 44,1138,1233,947,1693
2014,CUB,Males,25 - 34,417,497,420,794
2014,HND,Females,0 - 14,535,600,477,893
2014,HND,Females,25 - 34,1342,1605,1152,2033
2014,HND,Females,35 - 44,655,766,608,1119
2014,HND,Females,45 - 54,272,275,195,391
2014,HND,Females,55 - 64,102,110,48,109
2014,HND,Females,65+,53,54,39,89
2014,HND,Males,0 - 14,484,406,308,596
2014,HND,Females,15 - 24,1250,1379,1028,1827
2014,HND,Males,25 - 34,303,426,317,612
2014,DEU,Males,55 - 64,452,490,352,674
2014,DEU,Females,0 - 14,328,376,204,406
2014,DEU,Females,15 - 24,679,660,341,655
2014,DEU,Females,25 - 34,762,755,439,828
2014,DEU,Females,35 - 44,384,408,260,510
2014,DEU,Males,65+,594,545,393,747
2014,DEU,Females,45 - 54,400,417,227,449
2014,DEU,Females,65+,498,497,396,751
2014,DEU,Males,0 - 14,332,364,184,369
2014,DEU,Males,15 - 24,387,366,218,432
2014,DEU,Males,25 - 34,606,657,435,821
2014,DEU,Males,35 - 44,472,556,326,627
2014,DEU,Males,45 - 54,550,564,363,693
