País de nacimiento;Nacionalidad;Edad;Sexo;Periodo;Total
Extranjero;Otro país de Centro América y Caribe;De 35 a 44 años;Hombre;2022;744
Extranjero;Otro país de Centro América y Caribe;De 35 a 44 años;Hombre;2021;535
Extranjero;Otro país de Centro América y Caribe;De 35 a 44 años;Mujer;2022;1.022
Extranjero;Otro país de Centro América y Caribe;De 35 a 44 años;Mujer;2021;680
Extranjero;Otro país de Centro América y Caribe;De 45 a 54 años;Ambos Sexos;2022;834
Extranjero;Otro país de Centro América y Caribe;De 45 a 54 años;Ambos Sexos;2021;576
Extranjero;Otro país de Centro América y Caribe;De 45 a 54 años;Hombre;2022;270
Extranjero;Otro país de Centro América y Caribe;De 45 a 54 años;Hombre;2021;218
Extranjero;Otro país de Centro América y Caribe;De 45 a 54 años;Mujer;2022;564
Extranjero;Otro país de Centro América y Caribe;De 45 a 54 años;Mujer;2021;358
Extranjero;Otro país de Centro América y Caribe;De 55 a 64 años;Ambos Sexos;2022;392
Extranjero;Otro país de Centro América y Caribe;De 55 a 64 años;Ambos Sexos;2021;241
Extranjero;Otro país de Centro América y Caribe;De 55 a 64 años;Hombre;2022;111
Extranjero;Otro país de Centro América y Caribe;De 55 a 64 años;Hombre;2021;81
Extranjero;Otro país de Centro América y Caribe;De 55 a 64 años;Mujer;2022;281
Extranjero;Otro país de Centro América y Caribe;De 55 a 64 años;Mujer;2021;160
Extranjero;Otro país de Centro América y Caribe;De 65 y más años;Ambos Sexos;2022;212
Extranjero;Otro país de Centro América y Caribe;De 65 y más años;Ambos Sexos;2021;165
Extranjero;Otro país de Centro América y Caribe;De 65 y más años;Hombre;2022;57
Extranjero;Otro país de Centro América y Caribe;De 65 y más años;Hombre;2021;52
Extranjero;Otro país de Centro América y Caribe;De 65 y más años;Mujer;2022;155
Extranjero;Otro país de Centro América y Caribe;De 65 y más años;Mujer;2021;113
Extranjero;De Sudamérica;Total;Ambos Sexos;2022;434.976
Extranjero;De Sudamérica;Total;Ambos Sexos;2021;200.316
Extranjero;De Sudamérica;Total;Hombre;2022;200.341
Extranjero;De Sudamérica;Total;Hombre;2021;90.754
Extranjero;De Sudamérica;Total;Mujer;2022;234.635
Extranjero;De Sudamérica;Total;Mujer;2021;109.562
Extranjero;De Sudamérica;De 0 a 15 años;Ambos Sexos;2022;65.571
Extranjero;De Sudamérica;De 0 a 15 años;Ambos Sexos;2021;26.374
Extranjero;De Sudamérica;De 0 a 15 años;Hombre;2022;33.076
Extranjero;De Sudamérica;De 0 a 15 años;Hombre;2021;13.208
Extranjero;De Sudamérica;De 0 a 15 años;Mujer;2022;32.495
Extranjero;De Sudamérica;De 0 a 15 años;Mujer;2021;13.166
Extranjero;De Sudamérica;De 16 a 24 años;Ambos Sexos;2022;77.046
Extranjero;De Sudamérica;De 16 a 24 años;Ambos Sexos;2021;32.388
Extranjero;De Sudamérica;De 16 a 24 años;Hombre;2022;37.585
Extranjero;De Sudamérica;De 16 a 24 años;Hombre;2021;15.714
Extranjero;De Sudamérica;De 16 a 24 años;Mujer;2022;39.461
Extranjero;De Sudamérica;De 16 a 24 años;Mujer;2021;16.674
Extranjero;De Sudamérica;De 25 a 34 años;Ambos Sexos;2022;123.437
Extranjero;De Sudamérica;De 25 a 34 años;Ambos Sexos;2021;55.438
Extranjero;De Sudamérica;De 25 a 34 años;Hombre;2022;59.322
Extranjero;De Sudamérica;De 25 a 34 años;Hombre;2021;26.005
Extranjero;De Sudamérica;De 25 a 34 años;Mujer;2022;64.115
Extranjero;De Sudamérica;De 25 a 34 años;Mujer;2021;29.433
Extranjero;De Sudamérica;De 35 a 44 años;Ambos Sexos;2022;81.878
Extranjero;De Sudamérica;De 35 a 44 años;Ambos Sexos;2021;38.123
Extranjero;De Sudamérica;De 35 a 44 años;Hombre;2022;37.977
Extranjero;De Sudamérica;De 35 a 44 años;Hombre;2021;17.699
Extranjero;De Sudamérica;De 35 a 44 años;Mujer;2022;43.901
Extranjero;De Sudamérica;De 35 a 44 años;Mujer;2021;20.424
Extranjero;De Sudamérica;De 45 a 54 años;Ambos Sexos;2022;48.091
Extranjero;De Sudamérica;De 45 a 54 años;Ambos Sexos;2021;23.657
Extranjero;De Sudamérica;De 45 a 54 años;Hombre;2022;19.563
Extranjero;De Sudamérica;De 45 a 54 años;Hombre;2021;9.886
Extranjero;De Sudamérica;De 45 a 54 años;Mujer;2022;28.528
Extranjero;De Sudamérica;De 45 a 54 años;Mujer;2021;13.771
Extranjero;De Sudamérica;De 55 a 64 años;Ambos Sexos;2022;23.199
Extranjero;De Sudamérica;De 55 a 64 años;Ambos Sexos;2021;13.836
Extranjero;De Sudamérica;De 55 a 64 años;Hombre;2022;7.871
Extranjero;De Sudamérica;De 55 a 64 años;Hombre;2021;4.801
Extranjero;De Sudamérica;De 55 a 64 años;Mujer;2022;15.328
Extranjero;De Sudamérica;De 55 a 64 años;Mujer;2021;9.035
Extranjero;De Sudamérica;De 65 y más años;Ambos Sexos;2022;15.754
Extranjero;De Sudamérica;De 65 y más años;Ambos Sexos;2021;10.500
Extranjero;De Sudamérica;De 65 y más años;Hombre;2022;4.947
Extranjero;De Sudamérica;De 65 y más años;Hombre;2021;3.441
Extranjero;De Sudamérica;De 65 y más años;Mujer;2022;10.807
Extranjero;De Sudamérica;De 65 y más años;Mujer;2021;7.059
Extranjero;Argentina;Total;Ambos Sexos;2022;33.823
Extranjero;Argentina;Total;Ambos Sexos;2021;20.714
Extranjero;Argentina;Total;Hombre;2022;16.377
Extranjero;Argentina;Total;Hombre;2021;10.001
Extranjero;Argentina;Total;Mujer;2022;17.446
Extranjero;Argentina;Total;Mujer;2021;10.713
Extranjero;Argentina;De 0 a 15 años;Ambos Sexos;2022;5.042
Extranjero;Argentina;De 0 a 15 años;Ambos Sexos;2021;2.869
Extranjero;Argentina;De 0 a 15 años;Hombre;2022;2.497
Extranjero;Argentina;De 0 a 15 años;Hombre;2021;1.432
Extranjero;Argentina;De 0 a 15 años;Mujer;2022;2.545
Extranjero;Argentina;De 0 a 15 años;Mujer;2021;1.437
Extranjero;Argentina;De 16 a 24 años;Ambos Sexos;2022;4.754
Extranjero;Argentina;De 16 a 24 años;Ambos Sexos;2021;2.580
Extranjero;Argentina;De 16 a 24 años;Hombre;2022;2.320
Extranjero;Argentina;De 16 a 24 años;Hombre;2021;1.283
Extranjero;Argentina;De 16 a 24 años;Mujer;2022;2.434
Extranjero;Argentina;De 16 a 24 años;Mujer;2021;1.297
Extranjero;Argentina;De 25 a 34 años;Ambos Sexos;2022;10.465
Extranjero;Argentina;De 25 a 34 años;Ambos Sexos;2021;6.216
Extranjero;Argentina;De 25 a 34 años;Hombre;2022;5.054
Extranjero;Argentina;De 25 a 34 años;Hombre;2021;2.924
Extranjero;Argentina;De 25 a 34 años;Mujer;2022;5.411
Extranjero;Argentina;De 25 a 34 años;Mujer;2021;3.292
Extranjero;Argentina;De 35 a 44 años;Ambos Sexos;2022;6.623
Extranjero;Argentina;De 35 a 44 años;Ambos Sexos;2021;4.250
Extranjero;Argentina;De 35 a 44 años;Hombre;2022;3.369
Extranjero;Argentina;De 35 a 44 años;Hombre;2021;2.171
Extranjero;Argentina;De 35 a 44 años;Mujer;2022;3.254
Extranjero;Argentina;De 35 a 44 años;Mujer;2021;2.079
Extranjero;Argentina;De 45 a 54 años;Ambos Sexos;2022;3.547
Extranjero;Argentina;De 45 a 54 años;Ambos Sexos;2021;2.310
Extranjero;Argentina;De 45 a 54 años;Hombre;2022;1.753
Extranjero;Argentina;De 45 a 54 años;Hombre;2021;1.127
Extranjero;Argentina;De 45 a 54 años;Mujer;2022;1.794
Extranjero;Argentina;De 45 a 54 años;Mujer;2021;1.183
Extranjero;Argentina;De 55 a 64 años;Ambos Sexos;2022;1.590
Extranjero;Argentina;De 55 a 64 años;Ambos Sexos;2021;1.215
Extranjero;Argentina;De 55 a 64 años;Hombre;2022;692
Extranjero;Argentina;De 55 a 64 años;Hombre;2021;573
Extranjero;Argentina;De 55 a 64 años;Mujer;2022;898
Extranjero;Argentina;De 55 a 64 años;Mujer;2021;642
Extranjero;Argentina;De 65 y más años;Ambos Sexos;2022;1.802
Extranjero;Argentina;De 65 y más años;Ambos Sexos;2021;1.274
Extranjero;Argentina;De 65 y más años;Hombre;2022;692
Extranjero;Argentina;De 65 y más años;Hombre;2021;491
Extranjero;Argentina;De 65 y más años;Mujer;2022;1.110
Extranjero;Argentina;De 65 y más años;Mujer;2021;783
Extranjero;Bolivia;Total;Ambos Sexos;2022;8.566
Extranjero;Bolivia;Total;Ambos Sexos;2021;7.542
Extranjero;Bolivia;Total;Hombre;2022;4.134
Extranjero;Bolivia;Total;Hombre;2021;3.686
Extranjero;Bolivia;Total;Mujer;2022;4.432
Extranjero;Bolivia;Total;Mujer;2021;3.856
Extranjero;Bolivia;De 0 a 15 años;Ambos Sexos;2022;727
Extranjero;Bolivia;De 0 a 15 años;Ambos Sexos;2021;546
Extranjero;Bolivia;De 0 a 15 años;Hombre;2022;372
Extranjero;Bolivia;De 0 a 15 años;Hombre;2021;269
Extranjero;Bolivia;De 0 a 15 años;Mujer;2022;355
Extranjero;Bolivia;De 0 a 15 años;Mujer;2021;277
Extranjero;Bolivia;De 16 a 24 años;Ambos Sexos;2022;1.923
Extranjero;Bolivia;De 16 a 24 años;Ambos Sexos;2021;1.900
Extranjero;Bolivia;De 16 a 24 años;Hombre;2022;962
Extranjero;Bolivia;De 16 a 24 años;Hombre;2021;1.004
Extranjero;Bolivia;De 16 a 24 años;Mujer;2022;961
Extranjero;Bolivia;De 16 a 24 años;Mujer;2021;896
Extranjero;Bolivia;De 25 a 34 años;Ambos Sexos;2022;2.315
Extranjero;Bolivia;De 25 a 34 años;Ambos Sexos;2021;1.836
Extranjero;Bolivia;De 25 a 34 años;Hombre;2022;1.121
Extranjero;Bolivia;De 25 a 34 años;Hombre;2021;891
Extranjero;Bolivia;De 25 a 34 años;Mujer;2022;1.194
Extranjero;Bolivia;De 25 a 34 años;Mujer;2021;945
Extranjero;Bolivia;De 35 a 44 años;Ambos Sexos;2022;1.751
Extranjero;Bolivia;De 35 a 44 años;Ambos Sexos;2021;1.604
Extranjero;Bolivia;De 35 a 44 años;Hombre;2022;880
Extranjero;Bolivia;De 35 a 44 años;Hombre;2021;830
Extranjero;Bolivia;De 35 a 44 años;Mujer;2022;871
Extranjero;Bolivia;De 35 a 44 años;Mujer;2021;774
Extranjero;Bolivia;De 45 a 54 años;Ambos Sexos;2022;1.106
Extranjero;Bolivia;De 45 a 54 años;Ambos Sexos;2021;1.007
Extranjero;Bolivia;De 45 a 54 años;Hombre;2022;537
Extranjero;Bolivia;De 45 a 54 años;Hombre;2021;461
Extranjero;Bolivia;De 45 a 54 años;Mujer;2022;569
Extranjero;Bolivia;De 45 a 54 años;Mujer;2021;546
Extranjero;Bolivia;De 55 a 64 años;Ambos Sexos;2022;518
Extranjero;Bolivia;De 55 a 64 años;Ambos Sexos;2021;484
Extranjero;Bolivia;De 55 a 64 años;Hombre;2022;187
Extranjero;Bolivia;De 55 a 64 años;Hombre;2021;177
Extranjero;Bolivia;De 55 a 64 años;Mujer;2022;331
Extranjero;Bolivia;De 55 a 64 años;Mujer;2021;307
Extranjero;Bolivia;De 65 y más años;Ambos Sexos;2022;226
Extranjero;Bolivia;De 65 y más años;Ambos Sexos;2021;165
Extranjero;Bolivia;De 65 y más años;Hombre;2022;75
Extranjero;Bolivia;De 65 y más años;Hombre;2021;54
Extranjero;Bolivia;De 65 y más años;Mujer;2022;151
Extranjero;Bolivia;De 65 y más años;Mujer;2021;111
Extranjero;Brasil;Total;Ambos Sexos;2022;20.129
Extranjero;Brasil;Total;Ambos Sexos;2021;12.718
Extranjero;Brasil;Total;Hombre;2022;8.664
Extranjero;Brasil;Total;Hombre;2021;5.301
Extranjero;Brasil;Total;Mujer;2022;11.465
Extranjero;Brasil;Total;Mujer;2021;7.417
Extranjero;Brasil;De 0 a 15 años;Ambos Sexos;2022;2.898
Extranjero;Brasil;De 0 a 15 años;Ambos Sexos;2021;1.626
Extranjero;Brasil;De 0 a 15 años;Hombre;2022;1.449
Extranjero;Brasil;De 0 a 15 años;Hombre;2021;831
Extranjero;Brasil;De 0 a 15 años;Mujer;2022;1.449
Extranjero;Brasil;De 0 a 15 años;Mujer;2021;795
Extranjero;Brasil;De 16 a 24 años;Ambos Sexos;2022;3.325
Extranjero;Brasil;De 16 a 24 años;Ambos Sexos;2021;1.983
Extranjero;Brasil;De 16 a 24 años;Hombre;2022;1.601
Extranjero;Brasil;De 16 a 24 años;Hombre;2021;940
Extranjero;Brasil;De 16 a 24 años;Mujer;2022;1.724
Extranjero;Brasil;De 16 a 24 años;Mujer;2021;1.043
Extranjero;Brasil;De 25 a 34 años;Ambos Sexos;2022;5.734
Extranjero;Brasil;De 25 a 34 años;Ambos Sexos;2021;3.642
Extranjero;Brasil;De 25 a 34 años;Hombre;2022;2.597
Extranjero;Brasil;De 25 a 34 años;Hombre;2021;1.601
Extranjero;Brasil;De 25 a 34 años;Mujer;2022;3.137
Extranjero;Brasil;De 25 a 34 años;Mujer;2021;2.041
Extranjero;Brasil;De 35 a 44 años;Ambos Sexos;2022;4.633
Extranjero;Brasil;De 35 a 44 años;Ambos Sexos;2021;2.959
Extranjero;Brasil;De 35 a 44 años;Hombre;2022;1.931
Extranjero;Brasil;De 35 a 44 años;Hombre;2021;1.169
Extranjero;Brasil;De 35 a 44 años;Mujer;2022;2.702
Extranjero;Brasil;De 35 a 44 años;Mujer;2021;1.790
Extranjero;Brasil;De 45 a 54 años;Ambos Sexos;2022;2.074
Extranjero;Brasil;De 45 a 54 años;Ambos Sexos;2021;1.366
Extranjero;Brasil;De 45 a 54 años;Hombre;2022;718
Extranjero;Brasil;De 45 a 54 años;Hombre;2021;465
Extranjero;Brasil;De 45 a 54 años;Mujer;2022;1.356
Extranjero;Brasil;De 45 a 54 años;Mujer;2021;901
Extranjero;Brasil;De 55 a 64 años;Ambos Sexos;2022;912
Extranjero;Brasil;De 55 a 64 años;Ambos Sexos;2021;709
Extranjero;Brasil;De 55 a 64 años;Hombre;2022;243
Extranjero;Brasil;De 55 a 64 años;Hombre;2021;188
Extranjero;Brasil;De 55 a 64 años;Mujer;2022;669
Extranjero;Brasil;De 55 a 64 años;Mujer;2021;521
Extranjero;Brasil;De 65 y más años;Ambos Sexos;2022;553
Extranjero;Brasil;De 65 y más años;Ambos Sexos;2021;433
Extranjero;Brasil;De 65 y más años;Hombre;2022;125
Extranjero;Brasil;De 65 y más años;Hombre;2021;107
Extranjero;Brasil;De 65 y más años;Mujer;2022;428
Extranjero;Brasil;De 65 y más años;Mujer;2021;326
Extranjero;Colombia;Total;Ambos Sexos;2022;171.982
Extranjero;Colombia;Total;Ambos Sexos;2021;64.358
Extranjero;Colombia;Total;Hombre;2022;79.794
Extranjero;Colombia;Total;Hombre;2021;29.000
Extranjero;Colombia;Total;Mujer;2022;92.188
Extranjero;Colombia;Total;Mujer;2021;35.358
Extranjero;Colombia;De 0 a 15 años;Ambos Sexos;2022;26.434
Extranjero;Colombia;De 0 a 15 años;Ambos Sexos;2021;9.465
Extranjero;Colombia;De 0 a 15 años;Hombre;2022;13.495
Extranjero;Colombia;De 0 a 15 años;Hombre;2021;4.723
Extranjero;Colombia;De 0 a 15 años;Mujer;2022;12.939
Extranjero;Colombia;De 0 a 15 años;Mujer;2021;4.742
Extranjero;Colombia;De 16 a 24 años;Ambos Sexos;2022;30.480
Extranjero;Colombia;De 16 a 24 años;Ambos Sexos;2021;10.457
Extranjero;Colombia;De 16 a 24 años;Hombre;2022;15.236
Extranjero;Colombia;De 16 a 24 años;Hombre;2021;5.118
Extranjero;Colombia;De 16 a 24 años;Mujer;2022;15.244
Extranjero;Colombia;De 16 a 24 años;Mujer;2021;5.339
Extranjero;Colombia;De 25 a 34 años;Ambos Sexos;2022;49.415
Extranjero;Colombia;De 25 a 34 años;Ambos Sexos;2021;17.810
Extranjero;Colombia;De 25 a 34 años;Hombre;2022;24.055
Extranjero;Colombia;De 25 a 34 años;Hombre;2021;8.439
Extranjero;Colombia;De 25 a 34 años;Mujer;2022;25.360
Extranjero;Colombia;De 25 a 34 años;Mujer;2021;9.371
Extranjero;Colombia;De 35 a 44 años;Ambos Sexos;2022;33.793
Extranjero;Colombia;De 35 a 44 años;Ambos Sexos;2021;12.325
Extranjero;Colombia;De 35 a 44 años;Hombre;2022;15.384
Extranjero;Colombia;De 35 a 44 años;Hombre;2021;5.586
Extranjero;Colombia;De 35 a 44 años;Mujer;2022;18.409
Extranjero;Colombia;De 35 a 44 años;Mujer;2021;6.739
Extranjero;Colombia;De 45 a 54 años;Ambos Sexos;2022;19.341
Extranjero;Colombia;De 45 a 54 años;Ambos Sexos;2021;7.684
Extranjero;Colombia;De 45 a 54 años;Hombre;2022;7.622
Extranjero;Colombia;De 45 a 54 años;Hombre;2021;3.065
Extranjero;Colombia;De 45 a 54 años;Mujer;2022;11.719
Extranjero;Colombia;De 45 a 54 años;Mujer;2021;4.619
Extranjero;Colombia;De 55 a 64 años;Ambos Sexos;2022;8.357
Extranjero;Colombia;De 55 a 64 años;Ambos Sexos;2021;4.171
Extranjero;Colombia;De 55 a 64 años;Hombre;2022;2.821
Extranjero;Colombia;De 55 a 64 años;Hombre;2021;1.353
Extranjero;Colombia;De 55 a 64 años;Mujer;2022;5.536
Extranjero;Colombia;De 55 a 64 años;Mujer;2021;2.818
Extranjero;Colombia;De 65 y más años;Ambos Sexos;2022;4.162
Extranjero;Colombia;De 65 y más años;Ambos Sexos;2021;2.446
Extranjero;Colombia;De 65 y más años;Hombre;2022;1.181
Extranjero;Colombia;De 65 y más años;Hombre;2021;716
Extranjero;Colombia;De 65 y más años;Mujer;2022;2.981
Extranjero;Colombia;De 65 y más años;Mujer;2021;1.730
Extranjero;Chile;Total;Ambos Sexos;2022;7.641
Extranjero;Chile;Total;Ambos Sexos;2021;5.623
Extranjero;Chile;Total;Hombre;2022;3.618
Extranjero;Chile;Total;Hombre;2021;2.702
Extranjero;Chile;Total;Mujer;2022;4.023
Extranjero;Chile;Total;Mujer;2021;2.921
Extranjero;Chile;De 0 a 15 años;Ambos Sexos;2022;1.247
Extranjero;Chile;De 0 a 15 años;Ambos Sexos;2021;718
Extranjero;Chile;De 0 a 15 años;Hombre;2022;625
Extranjero;Chile;De 0 a 15 años;Hombre;2021;349
Extranjero;Chile;De 0 a 15 años;Mujer;2022;622
Extranjero;Chile;De 0 a 15 años;Mujer;2021;369
Extranjero;Chile;De 16 a 24 años;Ambos Sexos;2022;876
Extranjero;Chile;De 16 a 24 años;Ambos Sexos;2021;708
Extranjero;Chile;De 16 a 24 años;Hombre;2022;400
Extranjero;Chile;De 16 a 24 años;Hombre;2021;328
Extranjero;Chile;De 16 a 24 años;Mujer;2022;476
Extranjero;Chile;De 16 a 24 años;Mujer;2021;380
Extranjero;Chile;De 25 a 34 años;Ambos Sexos;2022;2.577
Extranjero;Chile;De 25 a 34 años;Ambos Sexos;2021;2.006
Extranjero;Chile;De 25 a 34 años;Hombre;2022;1.208
Extranjero;Chile;De 25 a 34 años;Hombre;2021;988
Extranjero;Chile;De 25 a 34 años;Mujer;2022;1.369
Extranjero;Chile;De 25 a 34 años;Mujer;2021;1.018
Extranjero;Chile;De 35 a 44 años;Ambos Sexos;2022;1.437
Extranjero;Chile;De 35 a 44 años;Ambos Sexos;2021;1.017
Extranjero;Chile;De 35 a 44 años;Hombre;2022;742
Extranjero;Chile;De 35 a 44 años;Hombre;2021;526
Extranjero;Chile;De 35 a 44 años;Mujer;2022;695
Extranjero;Chile;De 35 a 44 años;Mujer;2021;491
Extranjero;Chile;De 45 a 54 años;Ambos Sexos;2022;684
Extranjero;Chile;De 45 a 54 años;Ambos Sexos;2021;516
Extranjero;Chile;De 45 a 54 años;Hombre;2022;329
Extranjero;Chile;De 45 a 54 años;Hombre;2021;241
Extranjero;Chile;De 45 a 54 años;Mujer;2022;355
Extranjero;Chile;De 45 a 54 años;Mujer;2021;275
Extranjero;Chile;De 55 a 64 años;Ambos Sexos;2022;426
Extranjero;Chile;De 55 a 64 años;Ambos Sexos;2021;363
Extranjero;Chile;De 55 a 64 años;Hombre;2022;182
Extranjero;Chile;De 55 a 64 años;Hombre;2021;149
Extranjero;Chile;De 55 a 64 años;Mujer;2022;244
Extranjero;Chile;De 55 a 64 años;Mujer;2021;214
Extranjero;Chile;De 65 y más años;Ambos Sexos;2022;394
Extranjero;Chile;De 65 y más años;Ambos Sexos;2021;295
Extranjero;Chile;De 65 y más años;Hombre;2022;132
Extranjero;Chile;De 65 y más años;Hombre;2021;121
Extranjero;Chile;De 65 y más años;Mujer;2022;262
Extranjero;Chile;De 65 y más años;Mujer;2021;174
Extranjero;Ecuador;Total;Ambos Sexos;2022;17.730
Extranjero;Ecuador;Total;Ambos Sexos;2021;12.529
Extranjero;Ecuador;Total;Hombre;2022;8.922
Extranjero;Ecuador;Total;Hombre;2021;6.606
Extranjero;Ecuador;Total;Mujer;2022;8.808
Extranjero;Ecuador;Total;Mujer;2021;5.923
Extranjero;Ecuador;De 0 a 15 años;Ambos Sexos;2022;1.790
Extranjero;Ecuador;De 0 a 15 años;Ambos Sexos;2021;1.019
Extranjero;Ecuador;De 0 a 15 años;Hombre;2022;911
Extranjero;Ecuador;De 0 a 15 años;Hombre;2021;536
Extranjero;Ecuador;De 0 a 15 años;Mujer;2022;879
Extranjero;Ecuador;De 0 a 15 años;Mujer;2021;483
Extranjero;Ecuador;De 16 a 24 años;Ambos Sexos;2022;2.980
Extranjero;Ecuador;De 16 a 24 años;Ambos Sexos;2021;2.529
Extranjero;Ecuador;De 16 a 24 años;Hombre;2022;1.456
Extranjero;Ecuador;De 16 a 24 años;Hombre;2021;1.273
Extranjero;Ecuador;De 16 a 24 años;Mujer;2022;1.524
Extranjero;Ecuador;De 16 a 24 años;Mujer;2021;1.256
Extranjero;Ecuador;De 25 a 34 años;Ambos Sexos;2022;5.039
Extranjero;Ecuador;De 25 a 34 años;Ambos Sexos;2021;3.501
Extranjero;Ecuador;De 25 a 34 años;Hombre;2022;2.544
Extranjero;Ecuador;De 25 a 34 años;Hombre;2021;1.834
Extranjero;Ecuador;De 25 a 34 años;Mujer;2022;2.495
Extranjero;Ecuador;De 25 a 34 años;Mujer;2021;1.667
Extranjero;Ecuador;De 35 a 44 años;Ambos Sexos;2022;3.628
Extranjero;Ecuador;De 35 a 44 años;Ambos Sexos;2021;2.401
Extranjero;Ecuador;De 35 a 44 años;Hombre;2022;1.911
Extranjero;Ecuador;De 35 a 44 años;Hombre;2021;1.338
Extranjero;Ecuador;De 35 a 44 años;Mujer;2022;1.717
Extranjero;Ecuador;De 35 a 44 años;Mujer;2021;1.063
Extranjero;Ecuador;De 45 a 54 años;Ambos Sexos;2022;2.373
Extranjero;Ecuador;De 45 a 54 años;Ambos Sexos;2021;1.736
Extranjero;Ecuador;De 45 a 54 años;Hombre;2022;1.278
Extranjero;Ecuador;De 45 a 54 años;Hombre;2021;990
Extranjero;Ecuador;De 45 a 54 años;Mujer;2022;1.095
Extranjero;Ecuador;De 45 a 54 años;Mujer;2021;746
Extranjero;Ecuador;De 55 a 64 años;Ambos Sexos;2022;1.113
Extranjero;Ecuador;De 55 a 64 años;Ambos Sexos;2021;820
Extranjero;Ecuador;De 55 a 64 años;Hombre;2022;529
Extranjero;Ecuador;De 55 a 64 años;Hombre;2021;461
Extranjero;Ecuador;De 55 a 64 años;Mujer;2022;584
Extranjero;Ecuador;De 55 a 64 años;Mujer;2021;359
Extranjero;Ecuador;De 65 y más años;Ambos Sexos;2022;807
Extranjero;Ecuador;De 65 y más años;Ambos Sexos;2021;523
Extranjero;Ecuador;De 65 y más años;Hombre;2022;293
Extranjero;Ecuador;De 65 y más años;Hombre;2021;174
Extranjero;Ecuador;De 65 y más años;Mujer;2022;514
Extranjero;Ecuador;De 65 y más años;Mujer;2021;349
Extranjero;Paraguay;Total;Ambos Sexos;2022;23.407
Extranjero;Paraguay;Total;Ambos Sexos;2021;10.329
Extranjero;Paraguay;Total;Hombre;2022;9.637
Extranjero;Paraguay;Total;Hombre;2021;3.909
Extranjero;Paraguay;Total;Mujer;2022;13.770
Extranjero;Paraguay;Total;Mujer;2021;6.420
Extranjero;Paraguay;De 0 a 15 años;Ambos Sexos;2022;2.263
Extranjero;Paraguay;De 0 a 15 años;Ambos Sexos;2021;931
Extranjero;Paraguay;De 0 a 15 años;Hombre;2022;1.111
Extranjero;Paraguay;De 0 a 15 años;Hombre;2021;440
Extranjero;Paraguay;De 0 a 15 años;Mujer;2022;1.152
Extranjero;Paraguay;De 0 a 15 años;Mujer;2021;491
Extranjero;Paraguay;De 16 a 24 años;Ambos Sexos;2022;5.960
Extranjero;Paraguay;De 16 a 24 años;Ambos Sexos;2021;2.416
Extranjero;Paraguay;De 16 a 24 años;Hombre;2022;2.611
Extranjero;Paraguay;De 16 a 24 años;Hombre;2021;1.079
Extranjero;Paraguay;De 16 a 24 años;Mujer;2022;3.349
Extranjero;Paraguay;De 16 a 24 años;Mujer;2021;1.337
Extranjero;Paraguay;De 25 a 34 años;Ambos Sexos;2022;7.762
Extranjero;Paraguay;De 25 a 34 años;Ambos Sexos;2021;3.082
Extranjero;Paraguay;De 25 a 34 años;Hombre;2022;3.450
Extranjero;Paraguay;De 25 a 34 años;Hombre;2021;1.200
Extranjero;Paraguay;De 25 a 34 años;Mujer;2022;4.312
Extranjero;Paraguay;De 25 a 34 años;Mujer;2021;1.882
Extranjero;Paraguay;De 35 a 44 años;Ambos Sexos;2022;4.089
Extranjero;Paraguay;De 35 a 44 años;Ambos Sexos;2021;2.028
Extranjero;Paraguay;De 35 a 44 años;Hombre;2022;1.624
Extranjero;Paraguay;De 35 a 44 años;Hombre;2021;702
Extranjero;Paraguay;De 35 a 44 años;Mujer;2022;2.465
Extranjero;Paraguay;De 35 a 44 años;Mujer;2021;1.326
Extranjero;Paraguay;De 45 a 54 años;Ambos Sexos;2022;1.976
Extranjero;Paraguay;De 45 a 54 años;Ambos Sexos;2021;1.037
Extranjero;Paraguay;De 45 a 54 años;Hombre;2022;544
Extranjero;Paraguay;De 45 a 54 años;Hombre;2021;297
Extranjero;Paraguay;De 45 a 54 años;Mujer;2022;1.432
Extranjero;Paraguay;De 45 a 54 años;Mujer;2021;740
Extranjero;Paraguay;De 55 a 64 años;Ambos Sexos;2022;949
Extranjero;Paraguay;De 55 a 64 años;Ambos Sexos;2021;589
Extranjero;Paraguay;De 55 a 64 años;Hombre;2022;197
Extranjero;Paraguay;De 55 a 64 años;Hombre;2021;131
Extranjero;Paraguay;De 55 a 64 años;Mujer;2022;752
Extranjero;Paraguay;De 55 a 64 años;Mujer;2021;458
Extranjero;Paraguay;De 65 y más años;Ambos Sexos;2022;408
Extranjero;Paraguay;De 65 y más años;Ambos Sexos;2021;246
Extranjero;Paraguay;De 65 y más años;Hombre;2022;100
Extranjero;Paraguay;De 65 y más años;Hombre;2021;60
Extranjero;Paraguay;De 65 y más años;Mujer;2022;308
Extranjero;Paraguay;De 65 y más años;Mujer;2021;186
Extranjero;Perú;Total;Ambos Sexos;2022;65.146
Extranjero;Perú;Total;Ambos Sexos;2021;25.989
Extranjero;Perú;Total;Hombre;2022;29.398
Extranjero;Perú;Total;Hombre;2021;11.610
Extranjero;Perú;Total;Mujer;2022;35.748
Extranjero;Perú;Total;Mujer;2021;14.379
Extranjero;Perú;De 0 a 15 años;Ambos Sexos;2022;11.701
Extranjero;Perú;De 0 a 15 años;Ambos Sexos;2021;3.616
Extranjero;Perú;De 0 a 15 años;Hombre;2022;5.893
Extranjero;Perú;De 0 a 15 años;Hombre;2021;1.859
